customer_id,first_name,last_name,email,signup_date,age,gender,city,country
C100063,Casey,Martinez,user63@example.com,2023-08-23,44,Male,Houston,United Kingdom
C100064,Pat,Wilson,user64@example.com,2024-10-20,62,Female,Seattle,Australia
C100065,Pat,Garcia,user65@example.com,2023-10-04,59,Female,Los Angeles,Canada
C100066,Alex,Davis,user66@example.com,2025-03-28,61,Female,Seattle,Australia
C100067,Taylor,Brown,user67@example.com,2025-10-12,44,Male,New York,Canada
C100068,Chris,Davis,user68@example.com,2024-12-31,58,Female,San Francisco,Canada
C100069,Robin,Smith,user69@example.com,2023-06-05,54,Male,Seattle,Canada
C100070,Lee,Davis,user70@example.com,2024-12-03,22,Male,Boston,United Kingdom
C100071,Jordan,Lopez,user71@example.com,2023-05-07,56,Female,Atlanta,United States
C100072,Drew,Garcia,user72@example.com,2023-11-15,63,Male,Los Angeles,Canada
C100073,Riley,Johnson,user73@example.com,2024-03-07,63,Male,Miami,United Kingdom
C100074,Alex,Garcia,user74@example.com,2025-09-30,49,Female,Boston,Canada
C100075,Pat,Martinez,user75@example.com,2022-11-15,57,Male,New York,United States
C100076,Pat,Taylor,user76@example.com,2023-01-04,53,Male,Chicago,Canada
C100077,Jamie,Johnson,user77@example.com,2024-04-04,31,Female,New York,United Kingdom
C100078,Chris,Martinez,user78@example.com,2024-08-09,38,Female,Miami,United States
C100079,Robin,Martinez,user79@example.com,2025-10-22,56,Female,Miami,United Kingdom
C100080,Cameron,Smith,user80@example.com,2024-06-15,63,Male,Boston,United States
C100081,Chris,Smith,user81@example.com,2023-11-27,36,Male,Atlanta,United States
C100082,Jamie,Thomas,user82@example.com,2023-12-24,29,Male,Los Angeles,Australia
C100083,Avery,Anderson,user83@example.com,2023-08-16,31,Male,Dallas,Australia
C100084,Drew,Lee,user84@example.com,2023-11-14,35,Female,San Francisco,Australia
C100085,Chris,Anderson,user85@example.com,2023-06-19,43,Male,Boston,United States
C100086,Pat,Anderson,user86@example.com,2025-08-14,38,Male,Miami,Canada
C100087,Casey,Taylor,user87@example.com,2022-12-11,27,Female,Chicago,United Kingdom
C100088,Sam,Lee,user88@example.com,2025-09-17,50,Female,Houston,United Kingdom
C100089,Pat,Brown,user89@example.com,2023-03-15,40,Female,Miami,United Kingdom
C100090,Alex,Johnson,user90@example.com,2023-05-20,36,Male,Atlanta,Australia
C100091,Taylor,Wilson,user91@example.com,2024-12-19,42,Male,Atlanta,United States
C100092,Avery,Anderson,user92@example.com,2025-05-18,56,Male,Miami,Australia
C100093,Jamie,Taylor,user93@example.com,2025-09-22,35,Male,Atlanta,Canada
C100094,Jordan,Thomas,user94@example.com,2025-10-07,25,Female,Boston,United States
C100095,Riley,Davis,user95@example.com,2024-03-17,27,Female,Miami,United Kingdom
C100096,Jordan,Davis,user96@example.com,2023-12-12,44,Female,Miami,Australia
C100097,Cameron,Martinez,user97@example.com,2025-01-13,37,Female,Los Angeles,Australia
C100098,Pat,Lee,user98@example.com,2023-02-07,44,Male,San Francisco,Canada
C100099,Alex,Martinez,user99@example.com,2024-09-14,31,Female,Chicago,Canada
C100100,Robin,Taylor,user100@example.com,2024-10-26,34,Male,Atlanta,Australia
C100101,Pat,Lopez,user101@example.com,2025-06-18,45,Female,Los Angeles,Canada
C100102,Taylor,Lopez,user102@example.com,2024-07-05,60,Female,Dallas,United Kingdom
C100103,Casey,Thomas,user103@example.com,2024-08-04,64,Male,Dallas,Canada
C100104,Drew,Wilson,user104@example.com,2025-08-25,45,Male,Seattle,Canada
C100105,Lee,Smith,user105@example.com,2024-03-17,51,Other,Boston,Australia
C100106,Riley,Smith,user106@example.com,2024-12-06,29,Male,Boston,Australia
C100107,Taylor,Lee,user107@example.com,2023-12-03,35,Male,New York,United States
C100108,Jamie,Lee,user108@example.com,2025-03-20,26,Male,Chicago,United States
C100109,Robin,Anderson,user109@example.com,2025-01-03,36,Female,Miami,Australia
C100110,Jamie,Lopez,user110@example.com,2023-11-28,42,Female,Atlanta,Canada
C100111,Pat,Anderson,user111@example.com,2023-05-26,45,Female,Chicago,Canada
C100112,Alex,Smith,user112@example.com,2025-09-04,40,Male,Seattle,United States
C100113,Taylor,Johnson,user113@example.com,2025-04-10,41,Female,New York,United States
C100114,Morgan,Johnson,user114@example.com,2025-03-13,26,Male,Los Angeles,United States
C100115,Robin,Lee,user115@example.com,2024-11-12,33,Female,Chicago,United Kingdom
C100116,Cameron,Martinez,user116@example.com,2024-05-17,34,Female,Los Angeles,United Kingdom
C100117,Alex,Smith,user117@example.com,2025-08-17,26,Male,Dallas,United States
C100118,Casey,Johnson,user118@example.com,2023-02-04,28,Male,Atlanta,Canada
C100119,Robin,Smith,user119@example.com,2024-02-28,27,Male,Seattle,United States
C100120,Jamie,Garcia,user120@example.com,2023-06-19,42,Male,Miami,United Kingdom
C100121,Robin,Davis,user121@example.com,2024-11-18,48,Male,Atlanta,Canada
C100122,Lee,Lopez,user122@example.com,2024-04-24,37,Female,San Francisco,United Kingdom
C100123,Pat,Anderson,user123@example.com,2025-09-25,50,Female,Boston,Canada
C100124,Chris,Smith,user124@example.com,2024-04-08,49,Male,Seattle,United Kingdom
C100125,Jamie,Davis,user125@example.com,2024-05-31,58,Male,Chicago,Canada
C100126,Lee,Garcia,user126@example.com,2024-09-12,54,Male,Atlanta,Canada
C100127,Cameron,Anderson,user127@example.com,2024-05-10,37,Female,Houston,Canada
C100128,Avery,Smith,user128@example.com,2025-08-09,61,Male,Boston,Canada
C100129,Riley,Lee,user129@example.com,2024-08-07,58,Female,Boston,Australia
C100130,Sam,Davis,user130@example.com,2025-01-04,36,Female,Houston,United Kingdom
C100131,Chris,Anderson,user131@example.com,2025-09-17,33,Female,New York,United Kingdom
C100132,Pat,Smith,user132@example.com,2023-05-09,50,Female,New York,Australia
C100133,Morgan,Davis,user133@example.com,2024-07-25,43,Male,Houston,Canada
C100134,Chris,Garcia,user134@example.com,2024-07-20,54,Female,San Francisco,Canada
C100135,Riley,Smith,user135@example.com,2025-06-30,63,Male,Dallas,United Kingdom
C100136,Alex,Smith,user136@example.com,2024-10-10,64,Male,Houston,Australia
C100137,Morgan,Smith,user137@example.com,2024-08-10,53,Female,Dallas,Canada
C100138,Jamie,Thomas,user138@example.com,2023-09-14,22,Female,Atlanta,Canada
C100139,Morgan,Wilson,user139@example.com,2024-09-14,56,Female,San Francisco,Canada
C100140,Taylor,Thomas,user140@example.com,2024-08-25,62,Male,Seattle,United States
C100141,Riley,Lee,user141@example.com,2024-01-16,59,Male,Dallas,Australia
C100142,Avery,Garcia,user142@example.com,2024-05-17,45,Female,Boston,Canada
C100143,Robin,Thomas,user143@example.com,2025-06-09,42,Male,Atlanta,United States
C100144,Lee,Anderson,user144@example.com,2024-09-29,63,Female,Boston,Australia
C100145,Chris,Taylor,user145@example.com,2023-02-21,58,Female,San Francisco,Canada
C100146,Taylor,Wilson,user146@example.com,2022-11-02,34,Female,Dallas,United Kingdom
C100147,Drew,Martinez,user147@example.com,2024-08-03,23,Male,Los Angeles,United States
C100148,Morgan,Taylor,user148@example.com,2023-06-08,48,Male,San Francisco,United States
C100149,Taylor,Wilson,user149@example.com,2025-03-04,41,Male,San Francisco,Canada
C100150,Cameron,Lopez,user150@example.com,2023-11-20,44,Female,Los Angeles,Canada
C100151,Jordan,Lopez,user151@example.com,2025-10-12,32,Male,Atlanta,United States
C100152,Riley,Smith,user152@example.com,2024-10-30,37,Female,Dallas,United Kingdom
C100153,Lee,Wilson,user153@example.com,2023-07-05,52,Male,Dallas,United Kingdom
C100154,Casey,Martinez,user154@example.com,2025-02-13,35,Other,Boston,Australia
C100155,Alex,Wilson,user155@example.com,2023-05-22,64,Male,San Francisco,Canada
C100156,Morgan,Lee,user156@example.com,2023-03-03,61,Male,San Francisco,United Kingdom
C100157,Riley,Taylor,user157@example.com,2023-12-06,63,Male,Miami,Australia
C100158,Casey,Lee,user158@example.com,2024-12-06,21,Female,Seattle,United Kingdom
C100159,Casey,Martinez,user159@example.com,2023-08-21,54,Female,San Francisco,Canada
C100160,Drew,Wilson,user160@example.com,2023-08-07,61,Female,Chicago,Australia
C100161,Pat,Davis,user161@example.com,2025-04-02,53,Male,Seattle,Australia
C100162,Lee,Lee,user162@example.com,2023-05-17,49,Male,Chicago,Australia
C100163,Taylor,Lee,user163@example.com,2025-07-09,32,Female,Dallas,United Kingdom
C100164,Casey,Johnson,user164@example.com,2024-11-21,32,Male,Seattle,Canada
C100165,Jordan,Wilson,user165@example.com,2023-03-24,37,Male,San Francisco,Australia
C100166,Drew,Lee,user166@example.com,2024-07-01,51,Other,Los Angeles,United States
C100167,Riley,Thomas,user167@example.com,2023-05-06,51,Other,Boston,Canada
C100168,Drew,Garcia,user168@example.com,2024-02-07,54,Female,Chicago,United States
C100169,Sam,Wilson,user169@example.com,2024-08-21,58,Female,Seattle,United States
C100170,Sam,Lopez,user170@example.com,2024-12-03,48,Male,San Francisco,Australia
C100171,Robin,Johnson,user171@example.com,2025-06-12,48,Male,Seattle,Australia
C100172,Drew,Lee,user172@example.com,2023-12-08,63,Female,San Francisco,United Kingdom
C100173,Cameron,Johnson,user173@example.com,2023-03-27,35,Female,San Francisco,United Kingdom
C100174,Robin,Lopez,user174@example.com,2025-03-13,63,Male,San Francisco,United Kingdom
C100175,Morgan,Martinez,user175@example.com,2024-03-03,29,Male,Miami,Canada
C100176,Robin,Martinez,user176@example.com,2025-05-17,49,Male,Boston,United Kingdom
C100177,Jamie,Taylor,user177@example.com,2024-05-04,44,Female,Los Angeles,United States
C100178,Taylor,Wilson,user178@example.com,2023-10-04,58,Female,Los Angeles,United Kingdom
C100179,Jamie,Lopez,user179@example.com,2025-03-21,39,Female,Seattle,Australia
C100180,Casey,Brown,user180@example.com,2024-08-02,24,Male,Seattle,United Kingdom
C100181,Riley,Taylor,user181@example.com,2024-02-16,20,Other,San Francisco,Canada
C100182,Morgan,Brown,user182@example.com,2023-03-31,49,Female,Miami,Canada
C100183,Chris,Wilson,user183@example.com,2023-07-21,22,Male,San Francisco,United States
C100184,Casey,Smith,user184@example.com,2023-03-24,64,Male,Miami,Canada
C100185,Taylor,Johnson,user185@example.com,2023-10-12,33,Male,San Francisco,United Kingdom
C100186,Sam,Johnson,user186@example.com,2024-07-16,49,Male,Chicago,Australia
C100187,Lee,Martinez,user187@example.com,2025-08-13,23,Female,Chicago,Canada
C100188,Cameron,Brown,user188@example.com,2025-03-30,37,Male,Dallas,United States
C100189,Robin,Thomas,user189@example.com,2022-11-02,56,Female,San Francisco,United Kingdom
C100190,Pat,Anderson,user190@example.com,2025-04-15,44,Male,Boston,United States
C100191,Riley,Lee,user191@example.com,2023-07-12,20,Male,Dallas,Canada
C100192,Alex,Lee,user192@example.com,2024-01-27,34,Male,Seattle,Canada
C100193,Lee,Lee,user193@example.com,2025-09-26,28,Male,Atlanta,United States
C100194,Jamie,Martinez,user194@example.com,2025-08-11,34,Female,San Francisco,United Kingdom
C100195,Robin,Lopez,user195@example.com,2022-11-09,43,Female,Chicago,Canada
C100196,Morgan,Thomas,user196@example.com,2025-01-24,23,Female,Atlanta,Australia
C100197,Jamie,Davis,user197@example.com,2023-05-27,31,Female,Miami,Canada
C100198,Riley,Brown,user198@example.com,2023-12-09,56,Male,Atlanta,United Kingdom
C100199,Jamie,Thomas,user199@example.com,2023-04-01,56,Male,Boston,Canada
C100200,Riley,Taylor,user200@example.com,2022-12-24,62,Male,San Francisco,United States
C100201,Jamie,Brown,user201@example.com,2024-07-20,25,Female,Los Angeles,Canada
C100202,Lee,Thomas,user202@example.com,2024-06-09,58,Male,Atlanta,Canada
C100203,Drew,Anderson,user203@example.com,2023-02-12,43,Male,Los Angeles,United Kingdom
C100204,Jordan,Thomas,user204@example.com,2023-07-12,30,Female,Miami,United States
C100205,Lee,Thomas,user205@example.com,2024-03-24,32,Male,Dallas,United Kingdom
C100206,Drew,Thomas,user206@example.com,2023-02-07,53,Male,Los Angeles,Canada
C100207,Chris,Johnson,user207@example.com,2023-04-02,44,Male,Dallas,Australia
C100208,Casey,Smith,user208@example.com,2025-05-02,26,Female,Chicago,Canada
C100209,Casey,Wilson,user209@example.com,2025-03-27,23,Female,San Francisco,United Kingdom
C100210,Taylor,Taylor,user210@example.com,2023-10-04,27,Female,Atlanta,Australia
C100211,Cameron,Taylor,user211@example.com,2025-01-30,39,Male,Chicago,United Kingdom
C100212,Cameron,Johnson,user212@example.com,2025-06-14,48,Other,Chicago,United Kingdom
C100213,Robin,Lopez,user213@example.com,2023-04-10,64,Female,Houston,United States
C100214,Lee,Wilson,user214@example.com,2025-01-09,29,Male,New York,Australia
C100215,Lee,Brown,user215@example.com,2023-12-03,62,Female,Boston,Canada
C100216,Alex,Lopez,user216@example.com,2025-01-24,53,Male,Dallas,United Kingdom
C100217,Alex,Wilson,user217@example.com,2023-12-06,45,Female,Houston,Canada
C100218,Cameron,Anderson,user218@example.com,2024-08-01,60,Female,New York,United States
C100219,Taylor,Anderson,user219@example.com,2025-09-22,22,Male,Boston,United States
C100220,Pat,Garcia,user220@example.com,2024-09-18,25,Other,Dallas,Australia
C100221,Casey,Davis,user221@example.com,2024-02-03,24,Female,San Francisco,United States
C100222,Pat,Anderson,user222@example.com,2025-06-12,24,Female,Boston,United States
C100223,Robin,Brown,user223@example.com,2024-02-13,42,Male,Atlanta,Canada
C100224,Riley,Smith,user224@example.com,2025-09-11,28,Male,Chicago,United States
C100225,Cameron,Lee,user225@example.com,2024-11-19,54,Male,New York,United States
C100226,Cameron,Garcia,user226@example.com,2022-12-08,39,Female,New York,United Kingdom
C100227,Riley,Lee,user227@example.com,2023-06-18,61,Male,New York,United States
C100228,Avery,Taylor,user228@example.com,2024-05-16,54,Female,Dallas,United Kingdom
C100229,Sam,Thomas,user229@example.com,2024-01-12,37,Female,Atlanta,United States
C100230,Jamie,Davis,user230@example.com,2022-11-27,36,Male,Boston,United States
C100231,Alex,Taylor,user231@example.com,2023-06-14,43,Female,Chicago,Australia
C100232,Sam,Wilson,user232@example.com,2025-01-06,22,Male,Atlanta,Australia
C100233,Chris,Taylor,user233@example.com,2023-08-11,51,Other,Houston,United Kingdom
C100234,Taylor,Martinez,user234@example.com,2025-03-28,54,Female,San Francisco,United States
C100235,Taylor,Anderson,user235@example.com,2025-06-17,57,Male,Los Angeles,Canada
C100236,Riley,Smith,user236@example.com,2024-01-27,32,Male,Atlanta,Australia
C100237,Lee,Davis,user237@example.com,2025-08-16,44,Male,Houston,Canada
C100238,Casey,Lee,user238@example.com,2025-01-24,28,Female,Chicago,Australia
C100239,Pat,Garcia,user239@example.com,2024-08-20,23,Female,Los Angeles,Australia
C100240,Alex,Anderson,user240@example.com,2024-04-30,33,Female,Los Angeles,United States
C100241,Sam,Brown,user241@example.com,2025-10-08,56,Male,Atlanta,Australia
C100242,Pat,Anderson,user242@example.com,2022-11-17,53,Male,New York,Canada
C100243,Lee,Garcia,user243@example.com,2023-04-07,30,Male,Seattle,Australia
C100244,Sam,Garcia,user244@example.com,2024-02-20,60,Female,Chicago,United Kingdom
C100245,Cameron,Martinez,user245@example.com,2025-10-05,22,Female,New York,United States
C100246,Drew,Anderson,user246@example.com,2024-04-01,47,Male,Chicago,United States
C100247,Jamie,Taylor,user247@example.com,2023-02-07,48,Male,Seattle,United Kingdom
C100248,Chris,Anderson,user248@example.com,2025-09-26,28,Female,San Francisco,United Kingdom
C100249,Avery,Thomas,user249@example.com,2023-08-07,22,Female,Seattle,United Kingdom
C100250,Chris,Martinez,user250@example.com,2024-03-11,44,Female,Miami,Australia
C100251,Pat,Lopez,user251@example.com,2023-08-29,53,Female,Atlanta,United States
C100252,Pat,Lopez,user252@example.com,2023-04-30,31,Male,Atlanta,United Kingdom
C100253,Avery,Thomas,user253@example.com,2024-06-29,61,Male,Houston,Australia
C100254,Pat,Wilson,user254@example.com,2024-09-30,28,Female,New York,United Kingdom
C100255,Avery,Lopez,user255@example.com,2025-07-20,34,Female,Houston,Canada
C100256,Sam,Thomas,user256@example.com,2023-05-10,59,Male,Miami,Canada
C100257,Avery,Johnson,user257@example.com,2023-07-11,44,Female,Seattle,United States
C100258,Jamie,Taylor,user258@example.com,2025-07-08,24,Female,Atlanta,Australia
C100259,Avery,Anderson,user259@example.com,2025-05-16,30,Female,Dallas,Canada
C100260,Drew,Taylor,user260@example.com,2023-03-08,53,Female,Seattle,Canada
C100261,Cameron,Thomas,user261@example.com,2022-11-18,43,Male,Seattle,Australia
C100262,Avery,Smith,user262@example.com,2024-05-19,34,Female,Miami,United Kingdom
C100263,Jordan,Anderson,user263@example.com,2024-05-23,57,Female,San Francisco,Australia
C100264,Avery,Johnson,user264@example.com,2024-09-16,27,Female,Chicago,United Kingdom
C100265,Pat,Johnson,user265@example.com,2024-07-18,24,Female,Miami,Canada
C100266,Drew,Taylor,user266@example.com,2025-03-03,45,Female,Chicago,Canada
C100267,Casey,Lee,user267@example.com,2025-06-19,37,Male,Atlanta,Canada
C100268,Robin,Anderson,user268@example.com,2023-04-04,25,Female,Miami,United States
C100269,Drew,Davis,user269@example.com,2024-03-04,56,Female,Chicago,United States
C100270,Lee,Johnson,user270@example.com,2024-12-24,32,Female,Houston,United States
C100271,Robin,Smith,user271@example.com,2023-07-04,47,Female,Miami,Australia
C100272,Alex,Martinez,user272@example.com,2025-09-28,24,Female,Atlanta,Canada
C100273,Alex,Wilson,user273@example.com,2024-11-28,32,Male,Miami,Canada
C100274,Lee,Lee,user274@example.com,2024-04-21,36,Female,Atlanta,Australia
C100275,Drew,Martinez,user275@example.com,2025-05-09,59,Male,Miami,United States
C100276,Sam,Lee,user276@example.com,2023-12-13,64,Male,Chicago,Australia
C100277,Lee,Smith,user277@example.com,2024-04-08,51,Female,San Francisco,United States
C100278,Cameron,Taylor,user278@example.com,2025-02-05,48,Female,Boston,Canada
C100279,Robin,Garcia,user279@example.com,2025-04-21,22,Male,Chicago,United Kingdom
C100280,Robin,Anderson,user280@example.com,2022-12-06,59,Male,New York,United States
C100281,Pat,Thomas,user281@example.com,2024-09-15,53,Female,Los Angeles,Canada
C100282,Riley,Brown,user282@example.com,2022-11-20,59,Male,San Francisco,Canada
C100283,Taylor,Davis,user283@example.com,2023-09-17,46,Male,Houston,United Kingdom
C100284,Jordan,Martinez,user284@example.com,2024-03-26,32,Male,Seattle,Canada
C100285,Robin,Anderson,user285@example.com,2023-12-05,64,Male,Chicago,Canada
C100286,Casey,Davis,user286@example.com,2024-08-15,52,Male,Miami,United States
C100287,Lee,Garcia,user287@example.com,2025-06-29,25,Male,Chicago,United States
C100288,Jamie,Brown,user288@example.com,2024-02-14,43,Male,Dallas,United Kingdom
C100289,Avery,Davis,user289@example.com,2025-02-11,38,Female,San Francisco,United Kingdom
C100290,Riley,Davis,user290@example.com,2024-10-27,35,Female,Boston,Canada
C100291,Robin,Martinez,user291@example.com,2025-03-03,59,Female,Houston,United States
C100292,Lee,Lopez,user292@example.com,2022-12-21,47,Male,Dallas,United Kingdom
C100293,Chris,Brown,user293@example.com,2024-05-28,52,Male,Atlanta,United Kingdom
C100294,Riley,Anderson,user294@example.com,2023-03-30,60,Female,Dallas,Australia
C100295,Sam,Garcia,user295@example.com,2023-09-10,32,Male,Chicago,United Kingdom
C100296,Jordan,Brown,user296@example.com,2024-05-23,62,Female,Houston,Canada
C100297,Morgan,Taylor,user297@example.com,2023-09-01,64,Female,Chicago,United States
C100298,Morgan,Smith,user298@example.com,2024-09-12,44,Female,Atlanta,United Kingdom
C100299,Pat,Taylor,user299@example.com,2025-02-15,61,Male,Seattle,Australia
C100300,Pat,Lopez,user300@example.com,2025-10-13,55,Male,Houston,United States
C100301,Sam,Smith,user301@example.com,2025-07-30,46,Female,Seattle,United Kingdom
C100302,Jamie,Garcia,user302@example.com,2024-01-18,57,Male,San Francisco,Australia
C100303,Pat,Martinez,user303@example.com,2024-07-05,26,Female,San Francisco,United Kingdom
C100304,Taylor,Martinez,user304@example.com,2025-07-20,24,Female,Seattle,United States
C100305,Robin,Garcia,user305@example.com,2023-07-22,62,Other,San Francisco,United States
C100306,Jordan,Lee,user306@example.com,2025-10-12,64,Male,Houston,United States
C100307,Drew,Garcia,user307@example.com,2025-07-31,50,Female,Miami,Canada
C100308,Lee,Taylor,user308@example.com,2022-11-05,42,Female,New York,United Kingdom
C100309,Drew,Lopez,user309@example.com,2024-12-13,61,Male,San Francisco,Canada
C100310,Sam,Johnson,user310@example.com,2025-03-26,29,Male,San Francisco,United States
C100311,Alex,Martinez,user311@example.com,2025-07-19,51,Female,Chicago,Australia
C100312,Lee,Wilson,user312@example.com,2025-04-02,62,Male,Seattle,United Kingdom
C100313,Lee,Lopez,user313@example.com,2022-12-17,49,Male,Los Angeles,Canada
C100314,Chris,Thomas,user314@example.com,2025-03-16,58,Male,Boston,United Kingdom
C100315,Sam,Lopez,user315@example.com,2025-01-31,50,Female,Dallas,Australia
C100316,Sam,Lopez,user316@example.com,2025-05-24,37,Female,San Francisco,Canada
C100317,Morgan,Davis,user317@example.com,2024-08-17,55,Female,Dallas,United States
C100318,Casey,Lopez,user318@example.com,2023-07-27,21,Male,Houston,Canada
C100319,Drew,Martinez,user319@example.com,2023-11-05,33,Male,Los Angeles,United Kingdom
C100320,Jamie,Johnson,user320@example.com,2024-07-28,32,Female,Boston,United Kingdom
C100321,Casey,Johnson,user321@example.com,2024-08-18,48,Female,Seattle,United Kingdom
C100322,Avery,Lopez,user322@example.com,2023-02-28,31,Male,New York,United Kingdom
C100323,Taylor,Thomas,user323@example.com,2025-02-08,58,Female,Boston,United States
C100324,Cameron,Smith,user324@example.com,2025-10-17,21,Other,Boston,Canada
C100325,Avery,Martinez,user325@example.com,2024-11-10,51,Female,New York,United States
C100326,Alex,Martinez,user326@example.com,2023-02-25,32,Female,Miami,United States
C100327,Lee,Thomas,user327@example.com,2024-12-30,46,Female,Seattle,United States
C100328,Morgan,Brown,user328@example.com,2025-08-09,60,Male,Chicago,United Kingdom
C100329,Alex,Taylor,user329@example.com,2025-10-17,36,Female,Dallas,United Kingdom
C100330,Lee,Thomas,user330@example.com,2024-07-26,59,Other,San Francisco,United Kingdom
C100331,Taylor,Thomas,user331@example.com,2024-03-27,50,Male,Boston,Canada
C100332,Casey,Anderson,user332@example.com,2025-01-10,53,Female,Houston,Australia
C100333,Sam,Lee,user333@example.com,2024-05-13,43,Female,New York,United Kingdom
C100334,Pat,Thomas,user334@example.com,2024-03-02,64,Female,Dallas,Canada
C100335,Drew,Lee,user335@example.com,2025-04-15,54,Female,Los Angeles,United Kingdom
C100336,Pat,Smith,user336@example.com,2024-10-04,25,Female,New York,United Kingdom
